containment	Action
containment	Concept
contaminated	Concept
contaminated gloves or hands	Concept
contigs	Concept
contractile	Concept
contraction	Concept
contrasts	Concept
contribute	Action
contributed	Action
control	Action
control	Concept
controlling	Action
controls	Concept
convalescent	Concept
conventional standard	Concept
convergence	Action
convergent	Concept
coordination	Action
cope	Action
copies	Concept
core genomic features	Concept
coronavirus	Concept
coronavirus disease	Concept
coronavirus disease-2019	Concept
coronavirus evolution	Concept
coronavirus example	Concept
coronaviruses	Concept
correlated	Action
correlated	Concept
correlated to	Action
correlation	Action
correlation	Concept
corresponding	Action
corroborates	Action
corroborating	Action
cortical	Concept
cost-effective	Concept
cough	Concept
cough/sore throat	Concept
could not	Concept
count	Action
count	Concept
counteract	Action
countermeasures	Concept
countries	Concept
country	Concept
counts	Concept
crRNA	Concept
crRNA concentration	Concept
create	Action
create variation	Action
created	Action
criterion	Concept
critical	Concept
critical key residues	Concept
critically	Concept
cross	Concept
crowd	Concept
crucial	Concept
cryoEM	Concept
crystal	Concept
crystal structure	Concept
crystals	Concept
cultural	Concept
culture independent	Concept
culture-positive	Concept
cumulative	Concept
current	Concept
currently	Concept
curved	Concept
curves	Concept
cycle	Concept
cytokine	Concept
cytokine storms	Action
cytokine storms	Concept
cytokines	Concept
dN/dS ratio	Concept
dNTP	Concept
daily	Concept
dailyobserved	Concept
damage	Action
damage	Concept
darunavir	Concept
data	Concept
date	Concept
day	Concept
days	Concept
death	Action
death	Concept
death rate	Concept
deaths	Action
deaths	Concept
decay-induced	Concept
deciding	Action
deciphering	Action
declaration	Action
declared	Action
decrease	Action
decreased	Action
decreased	Concept
decreases	Action
deep	Concept
defects	Concept
deficiency	Concept
define	Action
defined	Action
defined as	Action
definition	Concept
degenerate	Concept
degraded	Action
delay	Action
delay	Concept
delayed	Concept
delays	Action
deletion	Action
deletion	Concept
demonstrate	Action
demonstrated	Action
demonstrating	Action
demonstration	Action
denaturation	Action
dengue	Concept
density	Concept
department	Concept
department,	Concept
depend	Action
depend on	Action
dependent	Action
dependent	Concept
depends	Action
depends on	Action
dephosphorylation	Action
dephosphorylation	Concept
depletion	Action
depletion	Concept
depressive	Concept
depressive symptoms	Concept
deprivation	Action
derived	Action
descent	Concept
design	Action
designed	Action
designed	Concept
desquamation	Action
desquamation	Concept
destabilize	Action
destroy	Action
destruction	Action
detect	Action
detectable	Action
detectable	Concept
detected	Action
detected	Concept
detection	Action
detection	Concept
detection of resistance mutations	Concept
detergent heads	Concept
detergent tails	Concept
determine	Action
determined	Action
developed	Concept
development	Action
development	Concept
diagnosed	Action
diagnosis	Action
diagnosis	Concept
diagnostic	Concept
diagnostic method	Concept
diarrhea	Action
diarrhea	Concept
die	Action
die	Concept
differ	Action
difference	Action
difference	Concept
differences	Action
differences	Concept
different	Action
different	Concept
different scaffols	Concept
differential	Concept
differentiating	Action
difficult	Concept
diffuse	Concept
diffusion	Action
digestive system	Concept
dipeptidyl peptidase 4	Concept
diploid	Concept
direct	Concept
direction	Concept
directly	Concept
discharge	Action
discharge	Concept
discontinuous transcription	Action
discontinuous transcription	Concept
discovered	Action
diseas	Concept
disease	Action
disease	Concept
disease control actions	Concept
disease course	Concept
disease outbreaks	Concept
disease progression	Concept
disease resistance	Concept
disease severity	Concept
diseases	Concept
disorder	Concept
disorder segment	Concept
disordered	Concept
disparities	Concept
disparity	Concept
dispersion	Concept
dispersion parameter	Concept
display	Action
displayed	Action
displaying	Action
disrupts	Action
distance	Concept
distance of arrays to the barrier Reb1	Concept
distancing	Action
distantly	Concept
distinct	Concept
distinct contrasts	Concept
distress	Concept
distributed	Action
distribution	Action
distribution	Concept
distributions	Concept
diversifying	Concept
division	Action
division	Concept
doctors	Concept
documented	Concept
domain	Concept
domains	Concept
domesticated	Concept
dominance	Action
dominance	Concept
dominant	Concept
dominate	Action
donor	Concept
dosage	Concept
dose-dependent	Concept
dose-dependent manner	Concept
doubling time	Concept
downturns	Action
downturns	Concept
downward	Concept
drastic	Concept
drawn	Action
drive	Action
driver	Action
droplet	Concept
droplet transmission	Action
droplets	Concept
drug	Concept
drug development	Action
drug development	Concept
drug repositioning strategy	Concept
drug resistance	Action
drug resistance	Concept
drugs	Concept
dry	Concept
dry cough	Concept
ductal	Concept
ductal organoid	Concept
due	Action
duration	Concept
dynamic	Concept
dynamic model	Concept
dynamic process	Concept
dynamics	Action
dynamics	Concept
dysbiosis	Concept
dysfunction	Concept
eIF4E	Concept
each other	Concept
earlier	Concept
earliest sequenced SARS-CoV-2	Concept
early	Concept
early stage	Concept
early stages	Concept
easily	Concept
echo	Concept
edema	Action
edema	Concept
effect	Action
effect	Concept
effective	Action
effective	Concept
effectively	Concept
effectiveness	Concept
effects	Action
effects	Concept
efficacy	Concept
efficiency	Action
efficiency	Concept
efficient	Concept
efficiently	Concept
efforts	Concept
elderly	Concept
elevated	Action
elevated	Concept
elevated IL-33 levels	Concept
elevation	Action
elevation	Concept
eliminated	Action
elongation	Concept
elongation complexes	Concept
elucidated	Concept
emdoin	Concept
emerge	Action
emerged	Action
emergence	Action
emergency	Concept
emergency department	Concept
emerging	Concept
empiric	Concept
empirical	Concept
empirical estimation	Action
enable	Action
encoded	Action
encoded	Concept
encouragement	Action
encouragement	Concept
end	Action
endogenous MAD1	Concept
endoplasmic	Concept
endoplasmic reticulum-Golgi intermediate compartment	Concept
endothelial cells	Concept
energy	Concept
energy minimized	Action
energy snapshot	Concept
enhance	Action
enhanced	Concept
enriched	Action
enrichment	Action
entered	Action
entering	Action
entire	Concept
entry	Action
entry	Concept
envelope	Concept
environmental capsids	Concept
environmental factors	Concept
environments	Concept
enzymes	Concept
epidemic	Action
epidemic	Concept
epidemic areas	Concept
epidemic development	Concept
epidemic dynamic	Concept
epidemic information	Concept
epidemic period	Concept
epidemics	Concept
epidemiologic tracking	Concept
epidemiologica	Concept
epidemiological	Concept
epidemiology	Concept
episodes	Reference
epithelial	Concept
epithelial cells	Concept
epithelium mainly	Concept
epitopes	Concept
equal	Concept
equivalent	Action
erroneous	Concept
erroneous attachments	Concept
escape 300	Concept
escape from	Action
especially	Concept
essential	Concept
establish	Action
established	Action
establishment	Action
estimate	Action
estimate	Concept
estimated	Action
estimated	Concept
estimated mean PPID	Concept
estimates	Action
estimates	Concept
estimation	Concept
events	Concept
eventually	Concept
evidence	Action
evidence	Concept
evidences	Concept
evolution	Action
evolution	Concept
evolutionarily convergent	Concept
evolutionary	Concept
evolutionary convergence	Action
evolve	Action
exacerbate	Action
exacerbated	Action
exacerbation	Action
exacerbations	Action
exacerbations	Concept
examination	Action
examination	Concept
examined	Action
examining	Action
example	Concept
exceed	Action
excellent performances	Concept
excessive	Concept
excessive synthesis of IL-6	Concept
exchange	Concept
exclusively	Concept
exercise	Concept
exhausted	Action
exhausted	Concept
exhaustion	Action
exhaustion	Concept
exhaustion markers	Concept
exhibited	Action
exhibiting	Action
exhibits	Action
existence	Action
existence	Concept
existing	Concept
existing drugs	Concept
exon-9	Concept
expect	Action
expectation	Reference
expected	Action
experience	Concept
experienced	Action
experiencing	Action
experimental	Concept
experiments	Concept
experiments	Reference
explain	Action
explaining	Action
exponential	Concept
exponential rise	Action
exposed	Action
exposed	Concept
exposure	Action
exposure route	Action
expressed	Action
expressed	Concept
expressing	Action
expression	Action
expression	Concept
expression level	Concept
expression of fibrinogen	Concept
extracellular	Concept
extraction	Concept
extreme	Concept
exudates	Concept
eye	Concept
eye disease	Concept
face	Concept
face mask	Concept
facemask	Concept
facilitate	Action
facilitating	Action
facing	Action
factor	Action
factor	Concept
factors	Concept
fail	Action
failure	Action
failure	Concept
fall	Action
false positive	Concept
false positives	Concept
familial	Concept
families	Concept
family	Concept
fasciculus	Concept
fast	Concept
faster	Concept
fatal	Concept
fatality	Concept
fatality rate	Concept
fatigue	Concept
fatty	Concept
fatty acid	Concept
fatty acids	Concept
favorable	Concept
feature	Concept
features	Concept
feeding	Action
female	Concept
fermentation	Action
fermentation	Concept
fetal	Concept
fever	Concept
few as 2 days	Concept
fewer	Action
fewer	Concept
fiber	Concept
fibers	Concept
fibrillation	Concept
fibroblasts	Concept
fibromyxoid	Concept
fibrous	Concept
fibrous lesion	Concept
fidelity	Concept
field	Concept
fierce	Concept
filter	Concept
finally	Action
financial	Concept
financial and health implications	Concept
finding	Action
findings	Action
findings	Concept
findings	Reference
finger	Concept
first	Concept
first (second) week in the February 2-15	Concept
first deaths	Concept
first time	Concept
fission	Concept
fission products	Concept
fitness	Concept
five	Concept
fixed-target PCR	Concept
flap	Concept
flexible	Concept
flu	Concept
flu vaccine	Concept
fluctuations	Concept
fluid	Concept
fluid exchange	Action
fluids	Concept
focus	Concept
folding	Concept
folding pattern	Concept
folds	Action
folds	Concept
followed	Action
following	Action
following	Concept
following first (second) week	Concept
follows	Action
foot and mouth disease	Concept
foot and mouth disease virus	Concept
force	Concept
force field	Concept
forcing	Action
form	Concept
formation	Action
formation	Concept
former	Reference
found	Action
found	Concept
founder	Concept
four	Concept
four weeks	Concept
fraction	Concept
fragments	Concept
framework	Concept
fredox	Concept
frequent	Concept
from	Action
from around the world	Concept
fronto-occipital	Concept
full	Concept
full spike region	Concept
full system	Concept
full-time	Concept
fully assembled	Concept
function	Concept
function(s)	Action
functional	Action
functional	Concept
functional receptor	Concept
functions	Concept
fundamental	Concept
fungal	Concept
fungus	Concept
further	Concept
future	Concept
future research	Concept
gas	Concept
gatherings	Concept
gender	Concept
gene	Concept
general	Concept
generalized	Concept
generalized circulation	Concept
generate	Action
generated subsequences	Concept
generation	Action
generation-interval	Concept
genes	Concept
genes EDS1	Concept
genetic	Concept
genetic intervention	Concept
genetic similarity	Concept
genetically	Concept
genome	Concept
genome size	Concept
genomes	Concept
genomic	Concept
genomic data	Concept
genomic stability	Concept
genotyping	Action
genotyping	Concept
given	Action
given	Concept
given position	Concept
glial cells	Concept
global	Concept
global health	Concept
global public health emergency	Concept
global spread	Concept
gloves	Concept
glucocorticoid	Concept
glutamic acid	Concept
glycan	Concept
glycine	Concept
goal	Concept
goal	Reference
good	Concept
gradually	Concept
graft versus host disease	Concept
great	Concept
greater	Action
greater	Concept
greatest	Concept
greatly	Concept
grids	Concept
ground glass	Concept
ground glass opacity	Concept
ground-truth	Concept
ground-truth label	Concept
group	Concept
groups	Concept
groups of humans in close contact	Concept
growth	Action
growth	Concept
growth performance	Concept
growth rate	Concept
gut	Concept
gut dysbiosis	Concept
gyri	Concept
gyrus	Concept
had	Action
had been facing	Action
half	Concept
half the amplitude	Concept
hampered	Concept
hand	Concept
hands	Concept
harbored	Action
harbors	Action
harbours	Concept
has	Action
has been associated	Action
has been characterized	Action
has been described	Action
has been verified	Action
has declared	Action
has spread	Action
have	Action
have been associated	Action
have been observed	Action
have established	Action
have even incorporated	Action
have found	Action
have reduced	Action
have shown	Action
have to spent	Action
having	Action
having re-acquired	Action
head	Concept
head domain	Concept
health	Concept
health authorities	Concept
health emergency	Concept
health threat	Concept
health-care workers	Concept
healthcare	Concept
healthcare worker	Concept
healthy	Concept
healthy controls	Concept
heart	Concept
heart failure	Action
heart failure	Concept
heat map	Concept
heat shock protein 90 alpha family class A member 1	Concept
heat-triggered	Concept
helical	Concept
helicase	Concept
helix	Concept
help	Action
helped	Action
helpful	Concept
helps	Action
hemagglutinin	Concept
hemagglutinin-induced	Concept
hematologic	Concept
hematological system	Concept
hematopoietic cellular transplant	Concept
hemisphere	Concept
hemodynamic	Concept
hemodynamic support	Concept
hepatitis virus strain-3 infection	Concept
hetero-hexadecamer	Concept
heterogeneously	Concept
heterozygosity	Concept
hexamer	Concept
high	Action
high	Concept
high adaptability	Concept
high rates	Concept
high resolution	Concept
high resolution models	Concept
high risk	Concept
high risk factors	Concept
high spatial fidelity	Concept
high temperatures	Concept
high-affinity	Concept
high-affinity binding	Action
high-quality	Concept
high-resolution homology modeling	Action
high-resolution homology modeling method	Concept
high-risk	Concept
high-risk group	Concept
higher	Action
higher	Concept
higher distributions	Concept
highest	Concept
highlights	Action
highly	Concept
hinder	Concept
hippocampal	Concept
history	Concept
hits	Concept
holes	Concept
homeostasis	Action
homology	Action
homology	Concept
homopolymeric	Concept
horizontal	Concept
horizontal gene transmission	Concept
hospital	Concept
hospital	Reference
hospital admission	Concept
hospitalised	Concept
hospitalization	Action
hospitalization	Concept
hospitalized	Concept
hospitals	Concept
host	Concept
host cell	Concept
host cells	Concept
host gene	Concept
host gene expression	Concept
host immune response genes	Concept
host immunologic response	Concept
host proteins	Concept
host response	Concept
host's	Concept
host-specific	Concept
host-specific fitness	Concept
households	Concept
huMAN cells	Concept
human	Concept
human cells	Concept
human disease	Action
human immune responses	Concept
human immunodeficiency virus	Concept
human liver	Concept
human populations	Concept
human telomerase	Concept
human telomerase RNA	Concept
human to human	Concept
human to human transmission	Concept
human-to-human	Concept
human-to-human contact	Concept
human-tohuman transmission	Action
humans	Concept
humidity	Concept
hundreds to thousands	Concept
hundreds to thousands of cases	Concept
hyaline	Concept
hyaline membrane	Concept
hydrolysis	Action
hygiene	Concept
hyper	Concept
hypersensitivity	Action
hypersensitivity	Concept
hypothesize	Action
hypoxemia	Concept
iNO gas	Concept
identical	Action
identification	Action
identified	Action
identified,	Action
identify	Action
identifying	Action
identity	Action
identity	Concept
identity scale	Concept
ike	Action
ill	Concept
illness	Concept
illnesses	Concept
imaging	Action
imaging	Concept
immune	Concept
immune disorder	Concept
immune response	Action
immune response	Concept
immune system	Concept
immune-regulating	Concept
immunity	Action
immunity	Concept
immunity against	Action
immuno-depletion	Concept
immunocompromised patients	Concept
immunodepletion	Action
immunodepletion	Concept
immunoglobulin	Concept
immunologic	Concept
immunologic response	Concept
immunosuppressed	Concept
immunosuppressive	Concept
impact	Action
impairment	Concept
imperfect	Concept
implanted	Action
implementation	Action
implementation	Concept
implemented	Action
implications	Concept
importance	Concept
important	Action
important	Concept
imported	Concept
imposed	Action
imposed	Concept
improve	Action
improved	Action
improved	Concept
improves	Action
in addition to vitamin D	Concept
in comparison	Concept
in silico drug repurposing framewor	Concept
in the same way	Reference
in vitro	Concept
in vivo	Concept
in vivo cortical	Concept
in-cell	Concept
inadvertently	Concept
inbred	Concept
incapacity	Concept
incidence	Concept
incidence rate	Concept
include	Action
included	Action
including	Action
increase	Action
increased	Action
increased	Concept
increased expression	Action
increases	Action
increasing	Action
incubating	Action
incubation	Action
incubation	Concept
incubation period	Concept
incubation time	Concept
index	Concept
indicate	Action
indicated	Action
indicates	Action
indicating	Action
indicator	Action
indicator	Concept
indirect	Concept
individual	Concept
individuals	Concept
individuals'	Concept
induced	Action
induces	Action
inefficient	Concept
infant	Concept
infect	Action
infected	Action
infected	Concept
infected individuals	Concept
infecting	Concept
infection	Action
infection	Concept
infection case	Concept
infection fatality risk (IFR)	Concept
infection nodes	Concept
infection rates	Concept
infections	Action
infections	Concept
infectious	Concept
infectious particle	Concept
infectious period	Concept
infectiousness	Concept
infectives	Concept
infectivity	Concept
inferior	Concept
inferior fronto-occipital fasciculus	Concept
inferior longitudinal fasciculus	Concept
inferior temporal gyri	Concept
inflammation	Action
inflammation	Concept
inflammatory	Concept
influence	Action
influence	Concept
influenza	Concept
influenza A (H1N1)	Concept
influenza virus infections	Concept
inform	Action
information	Concept
infrared	Concept
inhibited	Action
inhibition	Action
inhibitor	Action
inhibitor	Concept
inhibitors	Concept
inhibitory	Action
inhibitory	Concept
inhibitory activity	Concept
inhibitory effect	Concept
inhibitory effect of darunavir	Concept
initial	Concept
initial stage	Concept
initially	Concept
initiate	Action
injury	Action
injury	Concept
innate	Concept
input	Concept
input chest	Concept
insertion	Action
insertion	Concept
insidious	Action
insidious	Concept
insight	Concept
inspecting	Action
inspecting	Concept
instructed	Action
insult	Concept
interact	Action
interacted	Action
interacting	Action
interacting	Concept
interaction	Action
interaction	Concept
interactions	Action
interactions	Concept
interactions with	Action
interactive	Concept
interactome	Concept
interacts	Action
intercity	Concept
interface	Concept
interface sequence	Concept
interfaces	Concept
interferon	Concept
interferon-MAPK	Concept
interferon-stimulated	Concept
interleukin-6	Concept
interleukin-6 (IL-6)	Concept
intermediate compartment	Concept
intermediates	Concept
interpersonal transmission capabilities	Concept
interval	Concept
intervention	Action
intervention	Concept
interventions	Action
interventions	Concept
into	Concept
intracellular	Concept
intracellular origin	Action
intravenous	Concept
intravenous immunoglobulin	Concept
intrinsic	Concept
intrinsic disorder	Concept
introducing	Action
introducing	Concept
introducing bias	Concept
introduction	Action
invade	Action
invade host cells	Concept
invasion	Action
invasion	Concept
inverse	Concept
investigate	Action
investigation	Concept
investment	Concept
involved	Action
involved	Concept
involving	Action
ion	Concept
ion NTP hydrolysis	Action
is	Action
is due	Action
is half	Action
is sufficient	Action
is the key	Action
isolate	Action
isolate	Concept
isolated	Action
isolates	Concept
isolation	Action
isolation	Concept
isopropyl ether 172	Concept
it	Concept
it	Reference
its	Reference
its receptor	Concept
itself	Concept
jelly	Concept
justification	Concept
k	Concept
keep	Action
key	Concept
key point	Concept
key point for	Action
key residues	Concept
key role	Concept
key to	Action
kicks	Concept
kicks in	Action
kidney	Concept
kidney disease	Action
kidney function	Concept
kidney impairment	Action
killer	Concept
kinetics	Concept
kinetochore	Concept
kinetochore attachments	Concept
kinetochores	Concept
knowledge	Concept
lab	Concept
laborious	Concept
lack of knowledge	Concept
lack of treatment	Concept
lacking	Concept
landscapes	Concept
lane 3	Concept
large	Concept
large value	Concept
large-scale	Concept
larger	Concept
largest	Concept
last	Concept
late	Concept
late 2019	Concept
late-December 2019	Concept
latent	Concept
later	Action
later	Concept
latter	Reference
law	Concept
lead	Action
leading	Action
leading to	Action
leads	Action
learn	Action
learning	Action
learning	Concept
least	Concept
least vulnerable	Concept
led	Action
left	Concept
left hemisphere posterior superior	Concept
length	Concept
lengths	Concept
lesion	Concept
lesions	Concept
less	Action
less	Concept
lesser	Concept
lesser developed	Concept
lethal	Concept
lethal outcomes	Concept
level	Concept
level of cross-immunity	Concept
level of exercise	Concept
levels	Concept
levels of LDH	Concept
levels of prealbumin	Concept
levels of prevented cases	Concept
library	Concept
life	Concept
life cycle	Action
life cycle	Concept
life satisfaction	Concept
ligand	Concept
ligands	Concept
like	Action
likely	Concept
limit	Action
limited	Action
limited	Concept
limited data	Concept
limiting	Concept
lineage	Concept
lineage B	Concept
lineage C	Concept
lineages	Concept
linear double-stranded DNA	Concept
linear double-stranded DNA plasmids	Concept
lines	Concept
linked	Action
linker	Concept
linker lengths	Concept
lipases	Concept
lipases,	Concept
liposomes	Concept
liposomes,	Concept
little	Concept
lived	Action
liver	Concept
liver injury	Concept
living	Action
load	Concept
loaded	Concept
local	Concept
localized	Action
location	Concept
locations	Concept
lockdown	Action
lockdown	Concept
long	Concept
long after	Concept
long disorder segment	Concept
long time	Concept
long-term	Concept
longer	Action
longer	Concept
longitudinal	Concept
look-back windows	Concept
loop	Concept
loops	Concept
lopinavir	Concept
loss	Action
loss	Concept
low	Concept
low as 0.1 aM	Concept
low resolution	Concept
low temperatures	Concept
lower	Action
lower	Concept
lower-case	Concept
lowest	Concept
lowest energy snapshot	Concept
lung	Concept
lung epithelial cell	Concept
lung epithelial cells	Concept
lung epithelium	Concept
lung macrophage	Concept
lung mask	Concept
lungs	Concept
lymphocyte	Concept
lymphocyte levels	Concept
lymphocytes	Concept
lymphocytopenia	Concept
lymphopenia	Concept
lysis	Concept
lysis/binding	Concept
mCherry-Mis12-MAD1 AA	Concept
mNGS	Concept
mRNA	Concept
mRNA pseudoknot	Concept
mRNAs	Concept
machinery	Concept
macrophages	Concept
main	Concept
main protease	Concept
mainly concentrated	Concept
maintain	Action
maintains	Action
maintenance	Action
majority	Concept
makes	Action
malaria	Concept
male	Concept
males	Concept
mammalian	Concept
mammals	Concept
managed	Action
managemen	Concept
management	Action
management	Concept
manifestations	Action
manifestations	Concept
manifestations of SARS-CoV-2	Concept
many	Concept
marked	Concept
marker	Action
marker	Concept
marker levels	Concept
markers	Concept
mask	Concept
matches	Action
maternity	Concept
mathematical	Concept
matter	Concept
maximum	Concept
may be	Action
mean	Concept
mean PPID	Concept
mean PPID of 10.31%	Concept
mean generation interval	Concept
mean-field	Concept
measure	Action
measurement	Action
measurement	Concept
measures	Action
measures	Concept
mechanical	Concept
mechanism	Concept
mechanisms	Concept
mechanistically	Concept
median	Concept
mediate	Action
mediated	Concept
medical	Concept
medication	Concept
medication dosage	Concept
meet	Action
meets	Action
members	Concept
membrane	Concept
membrane permeabilization	Concept
membrane protein	Concept
mental	Concept
mental health	Concept
mental health problems	Concept
merging	Action
metaphase kinetochores	Concept
metapopulations	Concept
metazoan	Concept
metazoan signaling	Concept
method	Concept
methods	Concept
mice	Concept
microarray approaches	Concept
microarrays	Concept
microbe	Concept
microbes	Concept
microbes transcriptionally	Concept
microbial	Concept
microbial composition	Concept
microbial detection	Concept
microbiome	Concept
microglial-targeted	Concept
microglial-targeted radiotracer	Concept
middle	Concept
middle temporal gyri	Concept
migrants	Concept
mild	Concept
milder	Concept
milieu	Concept
mimic infection	Concept
minimized	Action
missed	Concept
missing	Action
mix	Concept
mobility	Concept
mobility reduction	Concept
mock	Concept
model	Concept
model	Reference
model amyloidogenic peptide derived from IAPP	Concept
model outputs	Concept
modeled	Concept
modeled proteins	Concept
modeling	Action
models	Concept
moderately	Concept
modified	Concept
modulating	Action
molecular	Concept
molecular diagnosis	Action
molecule	Concept
molecules	Concept
monitoring	Action
monitoring	Concept
monkeys	Concept
monkeys with SARS-CoV-2 infection	Concept
monoclonal	Concept
monocytes	Concept
morbidity	Concept
more	Action
more	Concept
more contagious	Concept
more likely	Concept
morphology	Concept
mortality	Action
mortality	Concept
most	Concept
most ciliated Eukaryotes	Concept
most significant	Concept
most studied	Concept
mothers	Concept
motif	Concept
motif	Reference
motif VI	Concept
motifs	Concept
motivates	Action
motor	Concept
mouse	Concept
mouse model	Concept
movement	Action
movement	Concept
moving	Action
much higher	Concept
multi-organ damage	Concept
multi-organ dysfunction	Concept
multicellularity	Concept
multifunctional	Concept
multiple	Concept
murine	Concept
murine hepatitis	Concept
muscle	Concept
mutagenesis	Action
mutagenesis	Concept
mutant	Concept
mutation rate	Concept
mutations	Action
mutations	Concept
myalgia	Concept
myalgia/fatigue	Concept
myocardial	Concept
myocardial damage	Concept
myocardial enzymes	Concept
myocardial injury	Concept
n	Concept
n= 0.92	Concept
n= 1.02	Concept
n=1.7	Concept
n=3	Concept
n=5	Concept
naphthyl ring system	Concept
nasal	Concept
nasal symptoms	Concept
nasopharyngeal	Concept
national	Concept
ndividuals	Concept
near	Concept
near-infrared	Concept
necessary	Action
necessary	Concept
need	Action
need	Concept
needed	Action
needed	Concept
negative	Concept
negative binomial	Concept
negative controls	Concept
negative testing	Concept
negatively	Concept
nephrotoxic	Concept
network based	Concept
network proximity	Concept
network proximity analysis	Action
neurological	Concept
neurological manifestations	Concept
neutralize	Action
neutralizing	Concept
neutrophils	Concept
new	Concept
new cases	Concept
new infection case	Concept
newborns	Concept
newly	Concept
niches	Concept
nine	Concept
nitrogen atom	Concept
nocodazole	Concept
nodes	Concept
non-A blood groups	Concept
non-O blood groups	Concept
non-accidental	Concept
non-functional	Concept
non-invasive	Concept
non-neutralizing	Concept
non-severe	Concept
noninfectious inflammatory conditions	Concept
normal	Concept
normal diploid genomes	Concept
norovirus	Concept
norovirus 24	Concept
not	Reference
not closer	Concept
not exactly the same	Concept
not inbred lab strains	Concept
not targeted	Action
not uniform	Concept
notably reduced	Action
noted	Action
noteworthy	Concept
novel	Concept
novel coronavirus disease	Concept
now	Concept
nsp8-9	Concept
nsp8-9 cleavage site	Concept
nucleic	Concept
nucleic acid	Concept
nucleocapsid	Concept
nucleocapsid (N) protein	Concept
nucleosome density	Concept
nucleotide	Concept
nucleotide mutations	Concept
nucleotides	Concept
numbe	Concept
number	Concept
number of cases	Concept
number of infections	Concept
number of new cases	Concept
numbers	Concept
n°1	Concept
objective	Concept
observed	Action
obtain	Action
obvious	Concept
occur	Action
occurred	Action
occurrence	Action
occurs	Action
off-diagonal	Concept
official	Concept
olaparib	Concept
old	Concept
older	Concept
older men	Concept
oldest	Concept
omegasome pathway	Concept
on admission	Concept
one	Concept
one	Reference
one case	Concept
one new infection case	Concept
one of whom	Concept
one pair	Concept
one-third	Concept
ongoing	Concept
only	Concept
only negative weights	Concept
onset	Action
onset	Concept
onset of COVID-19	Concept
opacity	Concept
open	Concept
operations	Concept
opposite	Concept
optic fibers	Concept
optical	Concept
optical probe	Concept
oral sex	Concept
oral/anal sex especially	Concept
order	Concept
organ	Concept
organ injury	Concept
organic	Concept
organic injury	Action
organism	Concept
organisms	Concept
organization	Concept
organoid cultures	Concept
oriI locus	Concept
oriented	Concept
origin	Action
origin	Concept
original	Concept
original library	Concept
original virus genome sequence	Concept
originally	Concept
originated from	Action
origins	Concept
oropharyngeal microbe	Concept
other	Concept
other	Reference
other Coronavirus organism	Concept
other betacoronaviruses	Concept
other clades	Concept
other coronavirus strains	Concept
other coronaviruses	Concept
other pA sequences	Concept
other species	Concept
other viruses	Concept
others	Concept
others	Reference
our	Reference
our cases	Concept
our sample period	Reference
our samples	Concept
our study	Concept
outbreak	Action
outbreak	Concept
outbreaks	Action
outbreaks	Concept
outcomes	Concept
output	Action
outputs	Concept
outside	Concept
outside of the animal kingdom	Concept
over	Concept
over 1,000	Concept
over 90%	Concept
over time	Concept
overall	Concept
overall fitness	Concept
overdispersion	Concept
overestimation	Action
overestimation	Concept
overexpressed	Action
overexpressed	Concept
overexuberant	Concept
overwhelm	Action
oxygenation	Action
p38	Concept
p38 phosphorylation	Concept
pA	Concept
pGKL	Concept
pGKL plasmids	Concept
packing	Action
packing	Concept
paid attention	Action
pandemic	Concept
panel	Concept
pangolin P1E virus	Concept
parainfluenza	Concept
paralogs	Concept
parameter	Concept
parameters	Concept
parenchymal staining	Concept
parents	Concept
partially assembled	Concept
participates	Action
particle	Concept
particles	Concept
particular	Concept
particular time	Concept
particularly	Reference
passages	Concept
past	Concept
patches	Concept
patchy	Concept
patchy shadows	Concept
path	Concept
pathogen	Concept
pathogenesis	Concept
pathogenic	Concept
pathogenic mutations	Concept
pathogenicity	Action
pathogenicity	Concept
pathogens	Concept
pathological	Concept
pathology	Concept
pathway	Concept
pathways	Concept
patient	Concept
patients	Concept
patients'	Concept
patients' prognosis	Concept
pattern	Concept
patterns	Concept
paying attention	Action
pcMNPs	Concept
pcMNPs-based	Concept
pcMNPs-based method	Concept
peak	Concept
pediatric	Concept
pediatric patients	Concept
pending	Action
pending	Concept
people	Concept
peptide	Concept
peptide-9	Concept
peptides	Concept
per villus	Concept
percentage	Concept
perception	Action
perception	Concept
performed	Action
perfusion	Action
perfusion system	Concept
period	Concept
peripheral	Concept
peripheral lymphocytopenia	Concept
permeabilization	Concept
permits	Action
perpendicularly	Concept
perpendicularly oriented	Concept
persistence	Action
persistent	Action
persistent	Concept
persisting	Concept
person	Concept
person to person	Concept
person-to-person	Concept
persons	Concept
perturbation	Action
phage	Concept
pharmacokinetic profile of CVL218	Concept
pharyngeal	Concept
phase	Concept
phase 1	Concept
phase 2	Concept
phase 3	Concept
phases	Concept
phosphorylation	Action
phylogenetic	Concept
phylogenetic uniting	Action
phylogenetically	Concept
phylogenetically close	Concept
physician	Concept
physician's	Concept
pig 146 ACE2	Concept
pigs	Concept
place	Concept
planned	Action
plaque assay	Concept
plasma	Concept
plasmids	Concept
playing	Action
plays	Action
pneumocytes	Concept
pneumonia	Action
pneumonia	Concept
pneumonitis	Concept
pocket	Concept
points	Action
polarized	Concept
policies	Concept
policy	Concept
poliovirus	Concept
poliovirus 23	Concept
polyampholytic	Concept
polymerase	Concept
polymerase replication machinery	Concept
polymerase subunits	Concept
polymerases	Concept
pools	Concept
poor	Concept
poor immunity	Concept
poor substrate	Concept
