care testing	in-time	study enrollment
carrier	target	COVID-19
carriers	causes	aerosol
carriers	causes	reduced
carriers	has-property	asymptomatic
carriers	in-context	COVID-19
carriers	in-context	SNP
carriers	in-context	crowd
carries	in-place	patients
carries	subject	immuno-depletion
carries	target	risk
case	has-part	a little less than one
case	has-property	imported
case	has-property	numbers
case	has-property	onset
case	has-property	suspected
case	in-context	COVID-19
case	in-context	symptom onset
case	is-a	ICU patients
case isolation	has-property	imperfect
cases	causes	illness
cases	has-property	COVID-19 confirmed
cases	has-property	CT-confirmed pneumonia
cases	has-property	asymptomatic
cases	has-property	confirmed
cases	has-property	documented
cases	has-property	hospitalised
cases	has-property	hospitalized
cases	has-property	hundreds to thousands
cases	has-property	infected
cases	has-property	new
cases	has-property	newly
cases	has-property	number
cases	has-property	pediatric
cases	has-property	presymptomatic
cases	has-property	prevented
cases	has-property	published
cases	has-property	reports
cases	has-property	secondary
cases	has-property	severe
cases	has-property	suspect
cases	has-property	symptomatic
cases	has-property	traced
cases	in-context	COVID-19
cases	in-context	SARS-CoV-2
cases	in-context	negative testing
cases	in-context	number
cases	in-context	pneumonia
cases	in-context	testing
cases	in-place	China
cases	in-place	population
cases	in-time	early
cases	is-a	number
cases COVID-19	is-a	disease
catalysis	subject	amino acids
catecholamine	has-property	extracellular
catecholamine dynamics	has-property	extracellular
caused	subject	NOT gate
caused	subject	severe acute respiratory syndrome coronavirus 2
caused	target	die
caused	target	outbreak
caused	target	survive
caused	target	transmission
causes	subject	2019-nCoV
causes	target	disease
causes for infection	in-context	facing
causes for infection	in-context	health-care workers
causes for infection	in-context	lack of knowledge
cell	has-part	membrane
cell	has-property	development
cell	has-property	division
cell	has-property	immune
cell	has-property	innate
cell cycle	has-property	first
cell cycle	in-context	first
cell cycle	subject	cells
cell entry receptor,	in-context	angiotensin converting enzyme
cell foci	has-property	42-108 46 hpi
cell foci	has-property	Infected
cell populations	has-property	adaptive
cell populations	has-property	immune
cell populations	has-property	innate
cells	causes	activating
cells	has-property	host
cells	has-property	infected
cells	in-context	starvation
cells	in-place	SARS-CoV
cells	in-place	human
cells	in-place	tissues
cells	in-time	cell cycle
cellular	in-context	fibromyxoid
cellular pathology	in-context	COVID-19
challenge	has-property	great
challenge	in-context	period
challenging	subject	need
challenging	target	services
chance	in-context	imported
chances	in-context	infected
change	has-property	drastic
change	has-property	rates
change	has-property	seismic
change	in-context	COVID-19
change	in-context	infection rates
change	in-place	R(t)
change	in-time	over time
change	target	R(t)
change	target	biology
changes	causes	antiviral activity
changes	causes	reduced
changes	has-part	introduction
changes	has-part	moving
changes	has-property	Small
changes	has-property	radiological
changes	has-property	small
changes	in-context	lungs
changes	in-place	subunit structures
changes	target	structure
characteristics	has-property	similar
characteristics	has-property	transmission
characteristics	has-property	unique
characteristics	in-context	COVID-19
characteristics	in-context	CT scan
characteristics	in-context	transmission
characterized	subject	presence
characterized	subject	reaction
characterized	target	destruction
characterized	target	expression
chest CT imaging	has-property	ground glass opacity
chest CT imaging	has-property	patchy shadows
child	has-part	one
child	has-property	age 3-12
child	has-property	requires
child	has-property	school-aged
children	has-property	exacerbation
children	in-context	COVID-19
children	in-context	asthma exacerbation
children	in-place	emergency department
children	is-a	least vulnerable
children	is-a	vulnerable
cholesterol homeostasis	has-property	intracellular
chronic kidney disease	same-as	CKD
cilia	has-part	506
ciliated Eukaryotes	has-property	most
ciliomes	in-place	choanoflagellate
ciliomes	in-place	sea anenome
ciliomes	in-place	sea urchin
circle	has-property	vicious
circle	in-context	between
circle	is-a	high risk
circle	target	disorder
circle	target	dysbiosis
circulation	has-property	generalized
circulation	subject	SARS-CoV-2
cities	has-property	other
cities	has-property	≥50%
cities	in-place	China
clash	subject	conformation
clash	subject	second
clash	target	ACE2
clash	target	ACE2 receptor
classification	in-context	Lymphocyte
clear	has-property	completely
clear	target	mechanism
cleavage	entails	improve
cleavage	in-context	proteasomal
cleavage	target	target
cleave	in-context	IAV
cleave	in-context	sequences
clinical manifestation	is-a	fatigue
clinical manifestation	is-a	myalgia
clinical manifestation	is-a	respiratory symptoms
clinical pathways	in-context	prioritise
clinical response	has-property	best
clinical samples	has-part	microbial composition
clinical samples	has-property	microbial composition
clinical significance	in-context	pathogen
clinically negative	in-context	infection
clones	entails	condition
clones	has-property	fewer
clones	in-context	TCR
close	in-context	phylogenetically
close	subject	SARS-CoV
close	subject	SARS-CoV-2
closed	entails	change
closed	target	schools
closed	target	workplaces
closer	in-context	isolates
closer	in-place	Human
closer	in-place	other
closer	subject	cycle
closer	subject	energy
closer	subject	life cycle
closer	subject	sequence
closer	target	isolates
closer	target	yeast
closest	subject	SARS-Cov
closest	target	2019-nCoV
closures	causes	cases
closures	target	school
clustered	subject	SARS-CoV-2
clustered	target	groups of humans in close contact
clustered	target	humans
coexistence	in-time	VDR
combating	subject	BCR
combating	subject	TCR
combating	subject	activation
combating	subject	antibodies
combating	target	infection
combines	subject	approach
combines	target	mutagenesis
combines	target	primers
combines	target	recombination
comorbidities	in-context	older men
comparable	in-context	estimates
comparative	causes	exhibited
comparative	has-property	Further
comparative	target	GZ02
comparative	target	HKU-1
comparative	target	HKU9-1
comparative	target	OC43
comparative	target	RaTG13
comparative	target	Wuhan-Hu-1
compared	in-context	SARS-2002
compared	in-context	calculate
compared	in-context	different
compared	in-context	mock
compared	in-context	original library
compared	in-context	virus
compared	subject	COVID-19
compared	subject	CVL218
compared	subject	expression
compared	subject	remdesivir
compared	subject	rounds
compared	subject	study
compared	target	CVL218
compared	target	DMSO control group
compared	target	SARS-2002
compared	target	SARS-CoV-2
compared	target	arbidol
compared	target	differences
compared	target	mock
compared	target	original
compared	target	third
compared	target	two
comparing	entails	reaches
comparing	subject	values
comparing	target	values
comparison	entails	sanitization
comparison	in-context	batches
comparison	in-context	reference-sequence-based
comparison	subject	two batches
comparison	target	effectiveness
comparison	target	importance
compartments	in-context	replication 301
compel	causes	initiate
compel	subject	concern
compel	target	clinicians
competition	has-property	fierce
competition	target	it
complex	has-property	hetero-hexadecamer
complex	has-property	protein
complex	in-context	9-amino
complex	in-context	protein
complexes	has-property	elongation
complexes	in-context	norovirus
complexes	in-context	poliovirus
complexity	causes	avoid
complexity	causes	be cautious
complexity	in-context	organism
complications	entails	risk
complications	has-property	lethal
complications	has-property	severe
complications	in-context	infection
components	has-property	homology
components	same-as	lipases,
composite plots	in-context	Reb1bound genes
compounds	in-context	30
comprising	subject	P-type transistor
comprising	target	liposomes
concentrated	in-context	30-50
concentration	has-property	crRNA
concentrations	in-context	sugar
concern	causes	initiate
concern	has-property	serious
concern	in-context	GVHD
concern	in-context	health
concern	in-context	patients
concern	target	GVHD
conclude	target	end
condition	has-property	severe
condition	in-context	COVID-19
conditions	has-property	critical
conditions	has-property	severe
confer to	causes	influence
confer to	in-context	properties
confer to	subject	motif
confer to	target	nsp8-9 cleavage site
confirm	subject	results
confirm	target	SARS-CoV-2
confirm	target	interaction
confirmation	in-time	current
confirmation	target	infection
confirmed	causes	showing
confirmed	entails	transmissibility
confirmed	has-property	23.5%
confirmed	in-context	patients
confirmed	in-place	China
confirmed	subject	44,672
confirmed	subject	Measurements
confirmed	subject	cases
confirmed	subject	comparison
confirmed	subject	expressing
confirmed	subject	mothers
confirmed	target	COVID-19
confirmed	target	binding
confirmed	target	carrier
confirmed	target	pneumonia
confirmed	target	this
confirmed cases	in-context	COVID-19
confirmed diagnosis	in-context	COVID-19
confirmed diagnosis	is-a	result
confirming	subject	induced
confirming	target	554 role
confirming	target	role
conformation	has-property	open
conformation	has-property	second
conformation	in-context	DNA
conformation	in-place	compartments
conformation	in-place	replication compartments
conformation	target	DNA
confounded	subject	association
confounded	subject	measures
confounded	target	association
confounded	target	other
congestion	has-property	conjunctival
congestion	in-place	swabs
consensus	subject	Expert
consensus	target	Expert
conserved	in-place	ciliated Eukaryotes
conserved	in-place	humans
conserved	in-place	most ciliated Eukaryotes
conserved	in-place	outside
conserved	in-place	outside of the animal kingdom
conserved	target	506
conserved	target	507
conserved	target	proteins
considering	causes	suggested
considering	target	load
consistent	in-context	findings
consistent	in-context	spreading
contact	causes	infected
contact	causes	survival
contact	causes	transmission
contact	entails	positioning
contact	has-property	close
contact	has-property	direct
contact	has-property	indirect
contact	has-property	initial
contact	in-context	COVID-19
contact	in-context	aerosols
contact	in-context	environments
contact	in-context	human-to-human
contact	is-a	transmission
contact	is-a	transmission mode
contact	subject	loop
contact	target	domain
contact history	has-property	clear
contact rate	in-time	cases
contacting	target	confirmed
contacting	target	suspected
contacting with	causes	depressive symptoms
contacting with	in-time	time
contacting with	subject	HCWs
contacts	has-property	traced
contacts traced	is-a	aspects
contagious	has-property	more
contagious	in-context	SARS
contagious	in-context	others
contagious	in-time	up to 14 days
contain	in-context	interface
contain	subject	interfaces
contain	target	loops
contain	target	nine
contained	target	spread
containing	target	V1691R
containment	has-property	possible
contaminated gloves or hands	is-a	route for SARS-CoV-2
contigs	has-property	proportionally
contigs	in-context	VI
contraction	has-property	antagonistic
contraction	has-property	principle
contraction	in-place	families
contrasts	in-context	distinct
contribute	has-property	maximum
contribute	subject	these
contribute	target	18%
contribute	target	pathogenesis
contribute	target	understanding
contributed	in-time	period
contributed	subject	carriers
contributed	target	source
control	has-property	alone
control	has-property	positive
control	has-property	successful
control	in-context	COVID-19
control	in-context	diseases
control	in-context	reducing
control	subject	diagnosis
control	subject	isolation
control	subject	tracing
control	target	COVID-19
control	target	COVID-19 pneumonia
control	target	epidemic
control	target	other
control	target	outbreak
control	target	outbreaks
control	target	reducing
controlling	in-place	patients
controlling	subject	T cells
controlling	subject	roles
controlling	target	disease severity
controlling	target	severity
controls	has-property	5.0%
controls	has-property	5.8%
controls	has-property	negative
controls	in-context	n=3
convalescent	in-context	plasma
conventional standard	in-context	care testing
convergence	has-property	evolutionary
convergence	subject	protein
coordination	causes	stabilizes
coordination	is-a	functions
coordination	subject	GLU 286
coordination	subject	Mn 2+
coordination	target	GLU 286
coordination	target	Mn 2+
cope	entails	stress response
cope	subject	cells
copies	in-context	RNA
copies	in-context	SARS-CoV-2
copies	in-context	virus
core genomic features	causes	functional
core genomic features	entails	virus
coronavirus	causes	COVID-19
coronavirus	causes	outbreak
coronavirus	has-property	2
coronavirus	has-property	emerging
coronavirus	has-property	infectious
coronavirus	has-property	novel
coronavirus	in-time	2019
coronavirus	same-as	SARS-CoV-2
coronavirus disease	has-property	novel
coronavirus disease-2019	same-as	COVID-19
coronavirus example	in-context	solved structure
coronaviruses	has-part	membrane
coronaviruses	has-part	nucleocapsid
coronaviruses	has-part	proteins
coronaviruses	has-property	Guangdong pangolin
coronaviruses	has-property	Novel
coronaviruses	has-property	emerging
coronaviruses	has-property	novel
coronaviruses	has-property	previous
coronaviruses	has-property	similarities
coronaviruses	has-property	two
coronaviruses	in-context	severe acute respiratory syndrome
coronaviruses	is-a	Nidovirales
correlated	entails	promote
correlated	has-property	negatively
correlated	in-context	DC
correlated	in-context	NK cells
correlated	in-context	Th1 cells
correlated	in-context	Th17 cells
correlated	in-context	Th2 cells
correlated	in-context	neutrophils
correlated	subject	ACE2
correlated	subject	DC
correlated	subject	NK cells
correlated	subject	Th1 cells
correlated	subject	Th17 cells
correlated	subject	Th2 cells
correlated	subject	neutrophils
correlated	subject	numbers
correlated	target	levels
correlated to	entails	cytokines
correlated to	has-property	negatively
correlated to	subject	numbers
correlated to	target	levels
correlation	entails	is the key
correlation	has-property	high
correlation	has-property	inverse
correlation	has-property	positive
correlation	has-property	strong
correlation	in-context	antibody titer
correlation	in-context	clinical severity
correlation	in-context	progression
correlation	in-context	severity
correlation	in-context	values
correlation	in-context	κ-values
correlation	in-place	patients
correlation	in-time	after
correlation	in-time	since 2-week after illness onset
correlation	subject	values
correlation	target	blood lymphocytes
correlation	target	disease progression
correlation	target	lymphocytes
corresponding	subject	breakpoint
corresponding	target	advent
corroborates	target	high adaptability
corroborating	subject	suggests
corroborating	target	effectiveness
cough	is-a	associated
could not	has-part	be re-infected
count	has-property	decreased
count	in-context	lymphocyte
count	in-place	patients
count	target	lymphocyte
counteract	subject	viruses
counteract	target	loss
countermeasures	in-context	Ebola
countermeasures	in-context	epidemic
countries	has-property	multiple
country	has-property	within
counts	has-property	low
counts	in-context	T lymphocyte
counts	in-context	lymphocyte
create	subject	combines
create	target	variation
create variation	causes	combines
create variation	target	specific residues
created	in-context	using
created	subject	We
created	target	NOT gate
criterion	in-context	diagnosis
critical	in-context	development
critical	is-a	conditions
critical key residues	has-property	six
critical key residues	in-context	MERS-CoV RBD
critical key residues	in-context	its receptor
crystal structure	in-context	ATP
culture-positive	in-context	Stenotrophomonas maltophilia
curved	has-property	highly
curves	has-property	epidemiologica
curves	has-property	epidemiological
curves	in-context	COVID-19
curves	in-place	China
cycle	in-context	life
cytokine	has-property	pro-inflammatory
cytokine	has-property	storms
cytokine storms	has-property	fatal
cytokine storms	subject	patients
cytokines	causes	decrease
cytokines	has-property	pro-inflammatory
dN/dS ratio	in-place	RBD region
dN/dS ratio	in-time	3 fold
dNTP	is-a	type
dailyobserved	in-context	numbers
dailyobserved	is-a	numbers
damage	has-part	desquamation
damage	has-part	exudates
damage	has-part	formation
damage	has-property	diffuse
damage	has-property	liver
damage	in-context	alveolar
damage	in-context	myocardial
damage	in-place	liver
damage	is-a	symptom
damage	target	alveolar
damage	target	gyri
damage	target	gyrus
damage	target	hemisphere
damage	target	matter
data	entails	COVID-19
data	has-part	experimental
data	has-property	available
data	has-property	clinical
data	has-property	complementary
data	has-property	experimental
data	has-property	genomic
data	has-property	new
data	has-property	official
data	has-property	valid
data	in-context	SARS
data	in-context	diffusion
data	in-context	influenza
data	in-context	inhibitors
data	in-context	protease inhibitors
data	in-time	Currently
data	is-a	set
day	in-context	hospitalization
death	has-property	cardiovascular
death	has-property	non-accidental
death	has-property	risk
death	in-context	accidental
death	in-context	cardiovascular
death	in-context	respiratory
death	subject	patients
death	target	patients
death rate	has-property	high
deaths	in-context	first
deciding	target	breastfeed
deciphering	target	dynamics
declaration	subject	WHO
declaration	target	Emergency
declared	in-context	emergency
declared	subject	The World Health Organization
declared	subject	WHO
declared	subject	World Health Organization
declared	target	epidemic
declared	target	outbreak
declared	target	this
decrease	has-property	persisting
decrease	in-context	0.097
decrease	in-context	0.097 (0.438)
decrease	in-context	0.438
decrease	in-context	patients
decrease	in-place	COVID-19 patients
decrease	in-time	after
decrease	in-time	first (second) week in the February 2-15
decrease	in-time	following first (second) week
decrease	in-time	future
decrease	is-a	criterion
decrease	is-a	indicator
decrease	subject	Guarani DNA
decrease	subject	T cells
decrease	subject	amount
decrease	subject	infection case
decrease	subject	new infection case
decrease	subject	one new infection case
decrease	subject	treatment
decrease	target	Guarani DNA
decrease	target	T cells
decrease	target	lymphocytes
decrease	target	need
decrease	target	new cases
decrease	target	number
decrease	target	number of infections
decrease	target	number of new cases
decreased	entails	observed
decreased	has-property	significantly
decreased	in-context	3D G64S
decreased	in-context	COVID-19
decreased	in-context	WT
decreased	in-context	patients
decreased	in-place	38.1%
decreased	in-place	patients
decreased	in-time	after
decreased	subject	CD4
decreased	subject	CD8
decreased	subject	expression
decreased	subject	level
decreased	target	T cells
decreased	target	activity
decreased	target	count
decreased	target	fitness
decreased	target	number
decreased	target	overall fitness
decreased	target	patients
decreased	target	transmission
decreases	has-property	226
decreases	in-context	VI
decreases	subject	read length
decreases	target	PID range
decreases	target	range
defects	has-property	functional
defects	in-context	cell populations
deficiency	has-property	lymphocyte
deficiency	in-context	lymphocyte
define	subject	bases
define	target	cleavage
define	target	recognition
defined	has-property	positive
defined	in-context	SARS-Cov
defined	in-place	humans
defined	in-place	imaging
defined	in-place	other species
defined	in-place	species
defined	subject	RT-PCR
defined	subject	patients
defined	target	diagnosis
defined	target	epitopes
defined	target	number
defined	target	pneumonia
defined as	causes	screening
defined as	subject	patients
defined as	target	pneumonia
definition	has-property	strict
definition	in-context	myocardial injury
degraded	in-context	when not required
degraded	in-time	required
degraded	subject	proteasome
degraded	target	PARP2
degraded	target	genomic stability
delay	entails	affect
delay	entails	brings
delay	entails	time
delay	in-context	confirmation
delay	in-context	restricting
delay	target	confirmation
delay	target	risk
delays	subject	temperature
delays	target	spread
deletion	in-place	strain
deletion	same-as	APP/PS1dE9
deletion	target	exon-9
demonstrate	subject	results
demonstrate	target	ORF3b
demonstrated	has-property	now
demonstrated	in-time	infection
demonstrated	subject	We
demonstrated	subject	mNGS
demonstrated	subject	role
demonstrated	subject	structure
demonstrated	subject	study
demonstrated	target	Cas13d-based
demonstrated	target	disparity
demonstrated	target	folds
demonstrated	target	sensitivity
demonstrating	subject	work
demonstrating	target	produce
demonstration	has-property	preliminary
demonstration	target	exhaustion
denaturation	target	urea
dengue	has-property	transmission
density	causes	82%
density	has-property	low
density	in-context	EAT
density	in-context	population
density	is-a	factors
density	is-a	high risk factors
department	has-property	emergency
department	has-property	local
department	same-as	ED
department,	has-property	NCP
depend	in-context	E proteins
depend	in-context	N proteins
depend	in-time	infection
depend	subject	SARS-CoV
depend	subject	formation
depend	target	E
depend	target	M
depend	target	N
depend	target	extracellular
depend	target	intracellular
depend on	causes	infection
depend on	subject	SARS-CoV
depend on	target	Ca 2+ pools
dependent	has-property	greatly
dependent	has-property	totally
dependent	in-context	effectiveness
dependent	in-context	experience
dependent	in-context	proteins
dependent	in-context	replication
dependent	subject	screening
dependent	subject	virus
dependent	target	L-A
dependent	target	experience
depends	has-property	direction
depends	subject	level
depends	subject	relationship
depends on	in-place	locations
depends on	in-time	stage
depends on	subject	effectiveness
depends on	target	aspects
depends on	target	contacts
depends on	target	serial interval
depends on	target	timing
dephosphorylation	in-context	JNK
dephosphorylation	in-context	p38
dephosphorylation	target	JNK
dephosphorylation	target	p38
depletion	has-property	susceptible
depletion	in-place	social network
depressive symptoms	in-context	family
depressive symptoms	is-a	mental health problems
deprivation	entails	stress response
deprivation	target	Serum
derived	has-property	exclusively
derived	in-context	exclusively
derived	in-place	environmental capsids
derived	subject	RNA
derived	subject	peptide
derived	target	IAPP
design	target	probe
design	target	report
designed	in-context	patients
designed	target	programme
desquamation	in-context	pneumocytes
desquamation	target	pneumocytes
destabilize	in-context	cap
destabilize	target	binding
destroy	entails	severity
destroy	subject	SARS-CoV-2
destroy	target	lymphocyte
destruction	target	airway
destruction	target	alveolar
detect	has-property	95%
detect	has-property	better
detect	has-property	simultaneously
detect	in-context	95%
detect	in-context	model
detect	in-context	simultaneously
detect	subject	mNGS
detect	subject	panel
detect	target	1.15
detect	target	COVID-19
detect	target	host response
detect	target	pathogens
detect	target	response
detect	target	viral genomes
detectable	has-part	LRTI assay
detectable	in-context	assay
detectable	in-place	rectal swabs
detectable	in-place	throat
detectable	in-time	remained
detectable	subject	SARS-CoV-2 RNA
detectable	subject	microarray approaches
detectable	target	pathogens
detectable	target	real time RT-20 PCR
detected	causes	corroborates
detected	entails	corroborates
detected	has-property	Positive
detected	has-property	most
detected	has-property	successfully
detected	in-context	receptor
detected	in-context	urea denaturation
detected	in-place	AT1 cells
detected	in-place	airway epithelial cells
detected	in-place	children
detected	in-place	endothelial cells
detected	in-place	fibroblasts
detected	in-place	macrophages
detected	in-time	denaturation
detected	subject	42-108 46 hpi
detected	subject	ACE2
detected	subject	C
detected	subject	RT-PCR
detected	subject	SARS-CoV
detected	subject	SENSR
detected	subject	WU polyoma
detected	subject	WU polyoma virus
detected	subject	mNGS
detected	subject	nucleic acid
detected	subject	protein
detected	target	ACE2
detected	target	AT1 cells
detected	target	DNA sequencing
detected	target	PARP2
detected	target	RT-PCR
detected	target	SARS-CoV
detected	target	SARS-CoV-2 nucleic acid
detected	target	Streptococcus mitis
detected	target	airway epithelial cells
detected	target	endothelial cells
detected	target	fibroblasts
detected	target	macrophages
detected	target	skeletal
detected	target	target RNA
detection	causes	data
detection	causes	number
detection	causes	reduce
detection	causes	screening
detection	entails	screening
detection	entails	window for diagnosis
detection	has-property	Early
detection	has-property	faster
detection	has-property	introducing bias
detection	has-property	mNGS
detection	has-property	missed
detection	has-property	positive
detection	has-property	prolonged
detection	has-property	rapid
detection	has-property	simpler
detection	has-property	simultaneous
detection	in-context	Early
detection	in-context	cases
detection	in-context	prolonged
detection	in-context	simultaneous
detection	in-context	simultaneously
detection	in-context	specimens
detection	in-context	three
detection	in-context	window
detection	in-place	specimens
detection	is-a	differences
detection	is-a	measures
detection	subject	SARS-CoV-2
detection	subject	antibodies
detection	subject	genotyping
detection	subject	mNGS
detection	target	RNA
detection	target	SARS-CoV-2
detection	target	airway microbiome
detection	target	antibodies
detection	target	bacterial
detection	target	cases
detection	target	epidemiologic tracking
detection	target	fungal
detection	target	immunologic response
detection	target	infections
detection	target	microbial
detection	target	microbiome
detection	target	pathogens
detection	target	resistance mutations
detection	target	respiratory pathogens
detection	target	viral
detection	target	viral strains
detergent heads	is-a	phases
detergent tails	is-a	phases
determine	in-context	prediction
determine	subject	SMM
determine	subject	SMM algorithm of MHC-1 binding
determine	subject	efficiency
determine	target	IC 50 values
determine	target	IC values
determined	subject	artifacts
determined	target	dNTP
determined	target	primers
development	causes	apply
development	entails	breakthroughs
development	in-context	pathogenicity
development	in-context	regulation
development	in-place	West Africa
development	in-place	strains
development	in-time	2014-2016
development	in-time	years
development	is-a	breakthroughs
development	is-a	functions
development	target	cell
development	target	countermeasures
development	target	drug
development	target	drugs
development	target	epidemic
development	target	pathogenicity
diagnosed	has-property	unlikely
diagnosed	in-context	particular time
diagnosed	in-context	place
diagnosed	target	People
diagnosis	has-property	accurate
diagnosis	has-property	confirmed
diagnosis	has-property	molecular
diagnosis	has-property	rapid
diagnosis	in-context	COVID-19
diagnosis	in-place	lung
diagnosis	subject	method
diagnosis	subject	window
diagnosis	target	COVID-19
diagnosis	target	SARS-CoV-2
diagnosis	target	infection
diagnosis	target	infections
diagnosis	target	lesions
diagnostic	has-property	enhanced
diagnostic method	has-property	fast
diagnostic method	has-property	reliable
diagnostic method	in-context	SARS-CoV-2
diarrhea	in-place	animals
diarrhea	in-time	Week 2
diarrhea	is-a	symptoms
diarrhea	target	animals
die	in-context	high temperatures
die	subject	bacteria
differ	in-context	dynamics
differ	subject	dynamics
differ	subject	system
differ	target	ODE
differ	target	field
difference	has-property	significant
difference	in-context	distributions
difference	in-context	number
difference	in-context	patients
difference	in-context	these
difference	subject	mild
difference	target	severe
differences	has-property	blue
differences	has-property	fundamental
differences	has-property	noteworthy
differences	has-property	principal
differences	has-property	significant
differences	in-context	COVID-19
differences	in-context	SARS
differences	in-context	amino acid
differences	in-context	clinical pathology
differences	in-context	mammals
differences	in-context	modeled proteins
differences	in-context	pathology
differences	in-place	China
differences	in-place	regions
differences	is-a	bats
differences	subject	29 other mammals
differences	subject	COVID-19
differences	subject	bats
differences	target	SARS
differences	target	amino acid
different	in-context	FP1_2
different	in-context	SARS-CoV
different	in-context	assumptions
different	subject	FP1_2
different	subject	stoichiometry
different	target	each other
differentiating	subject	COVID-19
differentiating	target	SARS
diffusion	subject	SARS-CoV-2
diffusion	target	SARS-CoV-2
dipeptidyl peptidase 4	same-as	DPP4
direction	has-property	opposite
direction	has-property	potential
direction	in-context	expectation
direction	is-a	evolution
discharge	has-property	lower
discharge	in-place	ICU
discovered	in-context	in silico drug repurposing framewor
discovered	in-context	sequencing
discovered	in-place	strain
discovered	subject	CVL218
discovered	subject	sequencing comparative
discovered	target	PARP1
discovered	target	deletion
discovered	target	insertion
discovered	target	mutations
discovered	target	our
disease	has-part	parameters
disease	has-property	(COVID-19)
disease	has-property	2019
disease	has-property	acuteness
disease	has-property	cardiovascular
disease	has-property	chronic
disease	has-property	coronavirus
disease	has-property	kidney
disease	has-property	limited
disease	has-property	outcomes
disease	has-property	severe
disease	in-context	COVID-19
disease	in-context	cardiovascular
disease	in-context	coronavirus
disease	in-place	eye
disease	in-place	human
disease	same-as	CKD
disease	subject	patients
disease course	has-property	unknown
disease course	in-context	COVID-19
disease course	in-place	carriers
disease resistance	has-part	PAD4
disease resistance	has-part	genes EDS1
disease resistance	has-property	R genemediated
diseases	has-property	autoimmune
diseases	has-property	infectious
diseases	in-context	autoimmune
disorder	has-property	immune
disorder	has-property	intrinsic
disorder	in-context	M proteins
disorder	in-context	mean PPID
disorder	in-place	M proteins
disorder segment	has-property	long
disorder segment	in-context	44-84 residues
disorder segment	in-context	48-84 residues
disparities	in-context	susceptibility
disparity	is-a	regional
dispersion parameter	in-context	k
display	subject	N-terminal regions
display	target	differences
displayed	in-context	infection
displayed	subject	82.1%
displayed	subject	A
displayed	subject	B
displayed	subject	O
displayed	target	association risks
displayed	target	counts
displayed	target	risks
displaying	entails	IL-10
displaying	subject	patients
displaying	target	levels
disrupts	in-context	interferon
disrupts	subject	IFITMs
disrupts	target	cholesterol homeostasis
disrupts	target	homeostasis
distance	in-context	arrays
distance	in-context	barrier Reb1
distancing	has-property	Social
distress	has-property	acute
distress	in-context	respiratory
distributed	has-property	heterogeneously
distributed	in-place	age groups
distributed	subject	morbidity
distributed	subject	mortality
distributed	target	groups
distribution	has-part	dispersion parameter
distribution	has-part	mean
distribution	has-property	generation-interval
distribution	has-property	intrinsic
distribution	has-property	negative binomial
distribution	has-property	peripheral
distribution	has-property	resulting
distribution	has-property	specific
distribution	in-context	mean
distribution	in-context	parameter
distribution	same-as	distribution
distribution	target	risk
distributions	has-property	polarized
distributions	in-context	viruses
division	target	cell
domain	has-part	residues
domain	has-part	residues 306-575
domain	has-property	C-terminal
domain	has-property	involved
domain	has-property	receptor binding
domain	has-property	small
domain	in-context	XP
domain	in-context	head
domain	in-context	thumb
domain	in-place	S protein
dominance	in-context	capacity
dominance	in-context	carrying capacity
dominance	in-time	HCR
dominance	target	host
dominate	subject	viral 112 transcripts
dominate	target	transcriptome
dosage	causes	decreased
dosage	has-property	medication
dosage	in-place	cell lines
downturns	in-context	spread
downturns	subject	spread
drawn	entails	correlation
drawn	in-context	proteome
drawn	subject	IDRs
drive	in-time	episodes
drive	subject	factors
drive	target	inflammation
drive	target	severity
driver	has-property	main
driver	in-place	lung
driver	subject	PWK/PhJ
driver	target	titer
droplets	has-property	respiratory
droplets	is-a	transmission
drug	has-property	new
drug development	has-property	target
drug repositioning strategy	is-a	strategy
drug repositioning strategy	same-as	finding
drug resistance	in-context	cancer
drug resistance	subject	CA12
drugs	has-property	antiviral effects
drugs	has-property	antiviral efficacy
drugs	has-property	nephrotoxic
drugs	has-property	new
drugs	has-property	old
drugs	in-context	30
drugs	in-context	M pro
drugs	in-context	multiple
ductal	has-part	human liver
due	subject	COVID-19
due	subject	coronavirus disease
due	target	inhibitory effect
duration	has-property	unknown
duration	in-context	viral existence
duration	in-place	carriers
dynamic	has-property	real
dynamic	in-context	epidemic
dynamic	in-context	numbers
dynamic	is-a	numbers
dynamic model	is-a	tools
dynamics	causes	spread
dynamics	has-property	complicate
dynamics	has-property	fidelity
dynamics	in-context	binding
dynamics	in-context	development
dynamics	in-context	division
dynamics	in-context	protein
dynamics	in-context	spread
dynamics	in-place	structures
dynamics	in-place	within
dynamics	is-a	contraction
dynamics	target	catecholamine
dysbiosis	has-property	gut
early stage	in-context	COVID-19
early stages	has-property	especially
early stages	in-context	COVID-19 epidemic
early stages	in-time	knowledge
edema	has-property	inflammatory
edema	has-property	pulmonary
edema	in-context	COVID-19
edema	target	pulmonary
effect	has-property	1.5-fold greater
effect	has-property	good
effect	has-property	inhibitory
effect	in-context	1.5-fold greater
effect	in-context	SARS-CoV
effect	in-context	other pA sequences
effect	in-context	prevention
effect	in-context	treatment
effect	subject	maintenance
effect	subject	peptide-9
effect	subject	promotion
effect	subject	protection
effect	target	SARS-CoV
effect	target	expression
effect	target	prevention
effect	target	treatment
effective	in-context	lockdown
effective	subject	lockdown
effective	target	reduction
